Freq.	V(vout)
1.31825673855640e+04	(-1.16882902571431e+01dB,-5.48528056452168e+00°)
1.34896288259164e+04	(-1.16900954712204e+01dB,-5.59955360016197e+00°)
1.38038426460288e+04	(-1.16919893190296e+01dB,-5.71704847670376e+00°)
1.41253754462274e+04	(-1.16939764288477e+01dB,-5.83784586111646e+00°)
1.44543977074592e+04	(-1.16960616877110e+01dB,-5.96202951941491e+00°)
1.47910838816820e+04	(-1.16982502579672e+01dB,-6.08968646166440e+00°)
1.51356124843620e+04	(-1.17005475950427e+01dB,-6.22090709647027e+00°)
1.54881661891247e+04	(-1.17029594665499e+01dB,-6.35578539556111e+00°)
1.58489319246110e+04	(-1.17054919728318e+01dB,-6.49441906927442e+00°)
1.62181009735892e+04	(-1.17081515691037e+01dB,-6.63690975372301e+00°)
1.65958690743755e+04	(-1.17109450892996e+01dB,-6.78336321054481e+00°)
1.69824365246173e+04	(-1.17138797718031e+01dB,-6.93388954019622e+00°)
1.73780082874936e+04	(-1.17169632872288e+01dB,-7.08860340980133e+00°)
1.77827941003891e+04	(-1.17202037684408e+01dB,-7.24762429671101e+00°)
1.81970085860997e+04	(-1.17236098430279e+01dB,-7.41107674896813e+00°)
1.86208713666285e+04	(-1.17271906684571e+01dB,-7.57909066402248e+00°)
1.90546071796323e+04	(-1.17309559701827e+01dB,-7.75180158710533e+00°)
1.94984459975803e+04	(-1.17349160829750e+01dB,-7.92935103086165e+00°)
1.99526231496887e+04	(-1.17390819958040e+01dB,-8.11188681788815e+00°)
2.04173794466951e+04	(-1.17434654006289e+01dB,-8.29956344807859e+00°)
2.08929613085402e+04	(-1.17480787454811e+01dB,-8.49254249272188e+00°)
2.13796208950222e+04	(-1.17529352922880e+01dB,-8.69099301760415e+00°)
2.18776162394954e+04	(-1.17580491799182e+01dB,-8.89509203742021e+00°)
2.23872113856832e+04	(-1.17634354930071e+01dB,-9.10502500413282e+00°)
2.29086765276776e+04	(-1.17691103371582e+01dB,-9.32098633209388e+00°)
2.34422881531990e+04	(-1.17750909212189e+01dB,-9.54317996297916e+00°)
2.39883291901947e+04	(-1.17813956473855e+01dB,-9.77181997391365e+00°)
2.45470891568501e+04	(-1.17880442100043e+01dB,-1.00071312324414e+01°)
2.51188643150956e+04	(-1.17950577040321e+01dB,-1.02493501023000e+01°)
2.57039578276884e+04	(-1.18024587442401e+01dB,-1.04987252043985e+01°)
2.63026799189536e+04	(-1.18102715963972e+01dB,-1.07555182377204e+01°)
2.69153480392689e+04	(-1.18185223217859e+01dB,-1.10200048653342e+01°)
2.75422870333814e+04	(-1.18272389366459e+01dB,-1.12924756711946e+01°)
2.81838293126443e+04	(-1.18364515882817e+01dB,-1.15732371938968e+01°)
2.88403150312658e+04	(-1.18461927498384e+01dB,-1.18626130441229e+01°)
2.95120922666636e+04	(-1.18564974360223e+01dB,-1.21609451131607e+01°)
